ID,Date,Time,Rating,Day,Neighborhood,Lat,Long,CrimeDetail,CrimeType,Address
90070566,1/7/09,9:00:00,630,Wed,Downtown,-84.39332,33.7516,Larceny-Non Vehicle,Larceny,112 Broad St Sw
90071785,1/7/09,7:45:00,710,Wed,Downtown,-84.39348,33.75052,Auto Theft,Auto Theft,151 Peachtree St Sw
90072088,1/7/09,20:00:00,690,Wed,Downtown,-84.39582,33.76793,Larceny-Non Vehicle,Larceny,267 Pine St Nw
90270611,1/8/09,20:30:00,670,Unk,Downtown,-84.38198,33.75168,Larceny-Non Vehicle,Larceny,80 Jessie Hill Jr. Dr.
90080782,1/8/09,9:00:00,440,Thu,Downtown,-84.38524,33.76764,Agg Assault,Agg Assault,477 Peachtree St Ne
90081634,1/8/09,14:30:00,660,Thu,Downtown,-84.38541,33.75434,Larceny-Non Vehicle,Larceny,101 Edgewood Ave Se @Hurt Park
90082038,1/8/09,16:30:00,640,Thu,Downtown,-84.38596,33.75889,Larceny-From Vehicle,Larceny,161 Peachtree Center Ave Ne
90110575,1/8/09,8:30:00,650,Unk,Downtown,-84.38905,33.75832,Larceny-From Vehicle,Larceny,150 Carnegie Way
90081101,1/8/09,13:00:00,640,Thu,Downtown,-84.38948,33.75328,Larceny-From Vehicle,Larceny,Wall St Se / Pryor St Se
90100566,1/8/09,12:00:00,640,Unk,Downtown,-84.38992,33.7573,Larceny-From Vehicle,Larceny,100 Luckie St Nw
90082032,1/8/09,20:43:00,512,Thu,Downtown,-84.39073,33.75622,Burglary-Nonres,Burglary,64 Walton St Nw
90080318,1/8/09,6:08:00,630,Thu,Downtown,-84.3968,33.74892,Larceny-Non Vehicle,Larceny,215 Forsyth St
90090722,1/9/09,7:10:00,512,Fri,Downtown,-84.37958,33.75575,Burglary-Nonres,Burglary,250 Auburn Ave Ne
90091464,1/9/09,8:45:00,640,Fri,Downtown,-84.38024,33.75716,Larceny-From Vehicle,Larceny,John Wesley Dobbs Ave Ne / Jesse Hill Jr Dr Ne
90100598,1/9/09,12:30:00,670,Fri,Downtown,-84.38746,33.76045,Larceny-Non Vehicle,Larceny,231 Peachtree St Ne
90131172,1/9/09,11:00:00,670,Fri,Downtown,-84.38746,33.76045,Larceny-Non Vehicle,Larceny,231 Peachtree St Ne
90091749,1/9/09,7:00:00,640,Fri,Downtown,-84.38868,33.76322,Larceny-From Vehicle,Larceny,40 Simpson St Nw
90090203,1/9/09,2:40:00,512,Fri,Downtown,-84.38952,33.75505,Burglary-Nonres,Burglary,8 Walton St Nw;
