offense_id,occur_date,occur_time,MinOfucr,Shift,Avg Day,UC2 Literal,neighborhood,x,y
90431083,2/12/09,8:30:00,660,Day,Thu,LARCENY-NON VEHICLE,Midtown,-84.3798,33.77617
90431289,2/12/09,8:30:00,670,Day,Thu,LARCENY-NON VEHICLE,Midtown,-84.37151,33.78119
90431481,2/11/09,19:00:00,640,Unk,Unk,LARCENY-FROM VEHICLE,Midtown,-84.37905,33.78187
90431930,2/12/09,8:45:00,511,Day,Thu,BURGLARY-RESIDENCE,Midtown,-84.37932,33.77134
90431968,2/12/09,20:02:00,440,Eve,Thu,AGG ASSAULT,Midtown,-84.38772,33.78346
90432209,2/12/09,0:30:00,640,Morn,Thu,LARCENY-FROM VEHICLE,Midtown,-84.38718,33.77773
90432263,2/9/09,21:00:00,640,Morn,Tue,LARCENY-FROM VEHICLE,Midtown,-84.38103,33.78568
90440540,2/12/09,23:00:00,640,Morn,Fri,LARCENY-FROM VEHICLE,Midtown,-84.36955,33.77663
90440784,2/13/09,10:15:00,511,Day,Fri,BURGLARY-RESIDENCE,Midtown,-84.39164,33.79874
90440909,2/13/09,0:50:00,640,Morn,Fri,LARCENY-FROM VEHICLE,Midtown,-84.37596,33.77339
90450148,2/14/09,0:01:00,512,Morn,Sat,BURGLARY-NONRES,Midtown,-84.38765,33.77454
90450184,2/14/09,1:20:00,620,Morn,Sat,LARCENY-NON VEHICLE,Midtown,-84.38011,33.78169
90450261,2/14/09,0:00:00,650,Morn,Sat,LARCENY-FROM VEHICLE,Midtown,-84.37738,33.7729
90450636,1/24/09,12:00:00,521,Unk,Unk,BURGLARY-RESIDENCE,Midtown,-84.37617,33.77688
90451034,2/14/09,13:00:00,640,Day,Sat,LARCENY-FROM VEHICLE,Midtown,-84.38222,33.78437
90451102,2/13/09,22:00:00,640,Unk,Sat,LARCENY-FROM VEHICLE,Midtown,-84.38782,33.78458
90451109,2/13/09,19:00:00,640,Unk,Sat,LARCENY-FROM VEHICLE,Midtown,-84.38103,33.78568
90451262,2/14/09,15:15:00,640,Eve,Sat,LARCENY-FROM VEHICLE,Midtown,-84.37151,33.78119
90460370,2/15/09,2:30:00,650,Morn,Sun,LARCENY-FROM VEHICLE,Midtown,-84.37738,33.7729
90460859,2/15/09,13:10:00,670,Day,Sun,LARCENY-NON VEHICLE,Midtown,-84.3845,33.785
90460883,2/14/09,3:00:00,640,Unk,Sat,LARCENY-FROM VEHICLE,Midtown,-84.38221,33.77923
90460929,2/15/09,14:15:00,670,Day,Sun,LARCENY-NON VEHICLE,Midtown,-84.38115,33.77787
